;;DML;STOCK DE REPUESTOS GENERAL ;;;;FALTA;;;
;;Ubicación;Stock de Servicio Técnico al 11/12/2025;;;;QUEDA 1;;;
;;;;;;;;;;
;;Stock;;;;;;;;
;;;ITEM;TOTAL;UBICACIÓN ACTUAL;;;;CODIGO DE UBICACIÓN;X SIGNIFICA - ULTIMA CARGA GENERAL DE STOCK 26-06-2025
;Tipo Maquina;CODIGO;;;Estante;Fila;Posición;Box;;
140;Bateria;D002120;CUTTER;8;2 ;1 ;B ;2;E02 -F01 -PB -B02;X
141;Bateria;D002130;CUTTER GUIDE;12;3 ;5 ;A ;3;E03 -F05 -PA -B03;
142;Bateria;D002140;COVER;7;2 ;7 ;A ;3;E02 -F07 -PA -B03;X
143;Bateria;D002150;SUPPORT FEEDWHEEL;3;4 ;2 ;;1;E04 -F02 -B01;X
144;Bateria;D002170;OPENING LEVER;5;2 ;4 ;B ;2;E02 -F04 -PB -B02;X
145;Bateria;D002190;HOOK;3;3 ;2 ;A ;1;E03 -F02 -PA -B01;
146;Bateria;D002200;OPENING LEVER;4;5 ;1 ;;4;E05 -F01 -B04;X
147;Bateria;D002220;WELDING MOTOR FLANGE;4;2 ;2 ;B ;1;E02 -F02 -PB -B01;X
148;Bateria;D002230;WELDING CAM;5;3 ;4 ;B ;1;E03 -F04 -PB -B01;X
149;Bateria;D002240;SPRING SHAFT;4;2 ;6 ;A ;3;E02 -F06 -PA -B03;X
150;Bateria;D002250;SPRING SUPPORT;4;3 ;1 ;B ;1;E03 -F01 -PB -B01;X
151;Bateria;D002260;SUPPORT PIN;8;2 ;6 ;A ;4;E02 -F06 -PA -B04;X
152;Bateria;D002280;CAM PIN;13;3 ;2 ;A ;2;E03 -F02 -PA -B02;X
153;Bateria;D002300;WELDING GROUP SPRING;4;2 ;5 ;A ;4;E02 -F05 -PA -B04;X
154;Bateria;D002310;CUTTER SPRING;17;2 ;5 ;B ;2;E02 -F05 -PB -B02;X
155;Bateria;D002330;TENSION FEEDWHEEL;2;1 ;4 ;B ;3;E01 -F04 -PB -B03;X SE USO 1 PARA JL - 2 pedido por Daniela 2/5/2025
156;Bateria;D002350;COVER;5;3 ;1 ;A ;1;E03 -F01 -PA -B01;X
157;Bateria;D002990;CUTTER SPRING;8;2 ;5 ;B ;3;E02 -F05 -PB -B03;X
158;Bateria;D003100;LEVER PA6FV V1 RAL;4;2 ;4 ;B ;3;E02 -F04 -PB -B03;X
159;Bateria;D003110;CUTTER SPRING (ITA 40);1;1 ;1 ;B ;4;E01 -F01 -PB -B04;
160;Bateria;D003120;SPRING (ITA 40);1;1 ;1 ;A ;1;E01 -F01 -PA -B01;
161;Bateria;D003360;RIGHT COVER;2;7 ;3 ;;1;E07 -F03 -B01;
162;Bateria;D003370;LEFT COVER;2;7 ;3 ;;1;E07 -F03 -B01;
163;Bateria;D003380;KEYBOARD SUPPORT;3;2 ;4 ;B ;4;E02 -F04 -PB -B04;X
164;Bateria;D003390;TENSION BUTTON;6;3 ;1 ;A ;2;E03 -F01 -PA -B02;X
165;Bateria;D003450;FEEDWHEEL GAP ADJUSTER (ITA 40);3;1 ;1 ;A ;3;E01 -F01 -PA -B03;X
166;Bateria;D003480;"ANVIL 19mm 3/4"" (ITA 40)";1;1 ;1 ;B ;3;E01 -F01 -PB -B03;
167;Bateria;D003490;"ANVIL 16mm 5/8"" (ITA 40)";2;1 ; -; -;;E01 -F0 --P -;X
168;Bateria;D003500;"ANVIL 13mm 1/2"" (ITA 40)";2;1 ;3 ;B ;3;E01 -F03 -PB -B03;X
169;Bateria;D003510;LINKER (ITA 40);2;1 ;1 ;A ;4;E01 -F01 -PA -B04;X
170;Bateria;D003520;JAW (ITA 40);2;1 ;3 ;A ;4;E01 -F03 -PA -B04;X
171;Bateria;D003540;"FRONT PLATE 13mm 1/2"" (ITA 40)";1;1 ;2 ;B ;4;E01 -F02 -PB -B04;
172;Bateria;D003550;"FRONT PLATE 16mm 5/8"" (ITA 40)";1;1 ;4 ;A ;1;E01 -F04 -PA -B01;
173;Bateria;D003560;"FRONT PLATE 19mm 3/4"" (ITA 40)";2;1 ;2 ;B ;3;E01 -F02 -PB -B03;X
174;Bateria;D003570;"REAR PLATE 13mm 1/2"" (ITA 40)";1;1 ;4 ;A ;2;E01 -F04 -PA -B02;
175;Bateria;D003580;"REAR PLATE 16mm 5/8"" (ITA 40)";1;1 ;3 ;B ;2;E01 -F03 -PB -B02;
176;Bateria;D003590;"REAR PLATE 19mm 3/4"" (ITA 40)";2;1 ;2 ;A ;4;E01 -F02 -PA -B04;X
177;Bateria;D003640;FEEDWHEEL (ITA 40);3;1 ;3 ;A ;3;E01 -F03 -PA -B03;X
178;Bateria;D003770;COVER GASKET (ITA 40);1;6 ;1 ;;;E06 -F01 ;
179;Bateria;D004270;TENSION BUTTON SPRING;13;2 ;5 ;B ;4;E02 -F05 -PB -B04;X
180;Bateria;D004540;WELDING FOOT;1;2 ;1 ;A ;3;E02 -F01 -PA -B03;
181;Bateria;D004560;SPECIAL SCREW SPRING HOLDER;8;3 ;3 ;A ;3;E03 -F03 -PA -B03;
182;Bateria;D004570;WELDING FOOT ITA11-12;2;1 ;3 ;B ;4;E01 -F03 -PB -B04;X
183;Bateria;D004580;WELDING PLATE (ITA 20);10;2 ;1 ;A ;4;E02 -F01 -PA -B04;X
184;Bateria;D004600;WELDING PLATE;0;3 ;5 ;A ;2;E03 -F05 -PA -B02;FALTA 0
185;Bateria;D004610;FEEDWHEEL;2;1 ;4 ;B ;4;E01 -F04 -PB -B04;
186;Bateria;D004620;CUTTER;10;3 ;6 ; -;;E03 -F06 -P -;
187;Bateria;D004630;HT FRONT GUIDESTRAP;3;2 ;1 ;B ;4;E02 -F01 -PB -B04;X
188;Bateria;D004640;SUPPORT;2;2 ;2 ;B ;4;E02 -F02 -PB -B04;X
189;Bateria;D004660;REAR GUIDESTRAP PIN HT;3;2 ;2 ;A ;1;E02 -F02 -PA -B01;
190;Bateria;D004670;WELDING MOTOR SUPPORT;4;2 ;3 ;B ;4;E02 -F03 -PB -B04;X
191;Bateria;D004710;LEVER HT-PA6FV V1;2;3 ;1 ;A ;3;E03 -F01 -PA -B03;X
192;Bateria;D004720;HT TENSION BUTTON;3;2 ;8 ;B ;1;E02 -F08 -PB -B01;X
193;Bateria;D004730;HT KEYBOARD SUPPORT;1;3 ;1 ;A ;4;E03 -F01 -PA -B04;X
194;Bateria;D004740;HT COVER;11;3 ;6 ;A ;3;E03 -F06 -PA -B03;X
195;Bateria;D005260;WELDING LEVER;6;3 ;4 ;B ;3;E03 -F04 -PB -B03;X
196;Bateria;D005270;LINKER;5;3 ;2 ;A ;3;E03 -F02 -PA -B03;X
197;Bateria;D005280;PISTON;5;6 ;1 ;;1;E06 -F01 -B01;
198;Neumática;D005700;LOCKING STRAP PLATE (ITA 11);4;1 ;1 ;A ;2;E01 -F01 -PA -B02;X
199;Bateria;D005860;SUPPORT PIN;9;2 ;6 ;B ;4;E02 -F06 -PB -B04;X
200;Bateria;D005870;WELDING PLATE;2;2 ;7 ;A ;4;E02 -F07 -PA -B04;
201;Neumática;D005920;LOCKING STRAP PLATE (ITA 11);3;3;6;B ;3;E03-F06-PB -B03;
